DEP Open Pop-Up 2,Dynamic Weather,999,999.999,ethr,NO_DATA
DEP Open Series 2 Race 1,Dynamic Weather,999,999.999,ethr,NO_DATA
DEP Open Series 2 Race 7,Football Stadium,999,999.999,ethr,NO_DATA
DEP Open Series 3 Race 1,Football Stadium,999,999.999,ethr,NO_DATA
DEP Open Series 3 Race 2,Football Stadium,144,110.143,ethr,Bulgaria,CarbiXZero,2021/10/06
DEP Open Series 3 Race 3,Karting Track,999,999.999,ethr,NO_DATA
DEP Open Series 3 Race 4,Football Stadium,999,999.999,ethr,NO_DATA
DEP Open Series 3 Race 5,Football Stadium,999,999.999,ethr,NO_DATA
DEP Open Series 3 Race 6,Football Stadium,157,136.640,ethr,Bulgaria,CarbiXZero,2021/10/10
DEP Open Series 3 Race 7,Football Stadium,177,125.585,ethr,Bulgaria,CarbiXZero,2021/10/02
DEP Open Series 4 Race 1,Football Stadium,999,999.999,ethr,NO_DATA
DEP Open Series 4 Race 2,Football Stadium,999,999.999,ethr,NO_DATA
DEP Open Series 4 Race 3,Football Stadium,191,105.896,ethr,Bulgaria,CarbiXZero,2021/10/04
DEP Open Series 4 Race 4,Football Stadium,156,126.589,ethr,Bulgaria,CarbiXZero,2021/10/01
DEP Open Series 4 Race 5,Football Stadium,999,999.999,ethr,NO_DATA
DEP Open Series 4 Race 6,Football Stadium,200,109.677,ethr,Bulgaria,CarbiXZero,2021/10/07
DEP Open Series 4 Race 7,Football Stadium,194,101.423,ethr,Bulgaria,CarbiXZero,2021/10/08
DEP Open Series 5 Race 1,Football Stadium,160,87.150,ethr,Bulgaria,CarbiXZero,2021/10/24
DEP Open Series 5 Race 2,Football Stadium,137,101.435,ethr,Bulgaria,CarbiXZero,2021/11/05
DEP Open Series 5 Race 3,Football Stadium,129,104.854,ethr,Bulgaria,CarbiXZero,2021/11/21
DEP Open Series 5 Race 4,Football Stadium,119,108.254,ethr,Bulgaria,CarbiXZero,2021/12/01
DEP Open Series 5 Race 5,Football Stadium,113,112.202,ethr,Bulgaria,CarbiXZero,2021/12/14
DEP Open Series 5 Race 6,Football Stadium,170,108.536,ethr,Bulgaria,CarbiXZero,2021/12/22
DEP Open Series 5 Race 7,Football Stadium,999,999.999,ethr,NO_DATA
DEP Spec Series 1 Race 5,Football Stadium,999,999.999,ethr,NO_DATA
